00002325	_derivationally_related_form	00831191
04995531	_derivationally_related_form	00133417
14051201	_derivationally_related_form	01829747
02119874	_derivationally_related_form	10563711
09983572	_derivationally_related_form	02764828
01880113	_derivationally_related_form	07086518
01850315	_derivationally_related_form	08478482
00205885	_derivationally_related_form	10191613
14443434	_hypernym	14441825
10503452	_hypernym	00007846
10516692	_hypernym	00007846
02269015	_hypernym	01342529
04402580	_hypernym	03261776
12704844	_hypernym	11585340
03033986	_hypernym	04004210
15196186	_hypernym	15160866
06845599	_member_of_domain_usage	04006953
07108453	_member_of_domain_usage	03507241
06845599	_member_of_domain_usage	04545471
07073447	_member_of_domain_usage	03537550
07157273	_member_of_domain_usage	11470348
07075172	_member_of_domain_usage	06716796
06845599	_member_of_domain_usage	04100994
07075172	_member_of_domain_usage	05786372
11911591	_member_meronym	12005148
12501745	_member_meronym	12517820
12342043	_member_meronym	12342852
08276720	_member_meronym	08287586
02038617	_member_meronym	02039660
01576506	_member_meronym	01576695
02048514	_member_meronym	02048698
01936219	_member_meronym	01936671
06804847	_synset_domain_topic_of	08199025
01704452	_synset_domain_topic_of	00929718
01693727	_synset_domain_topic_of	00933420
06248043	_synset_domain_topic_of	08199025
02494259	_synset_domain_topic_of	08441203
00055539	_synset_domain_topic_of	06037666
01196316	_synset_domain_topic_of	08199025
07686021	_synset_domain_topic_of	06232880
08964810	_has_part	09036452
08756202	_has_part	08755852
08801678	_has_part	08809596
09075842	_has_part	09255921
13624026	_has_part	13623856
00527695	_has_part	00533922
04039848	_has_part	03857828
09189411	_has_part	09167101
08801678	_member_of_domain_region	06631921
08860123	_member_of_domain_region	05987522
08860123	_member_of_domain_region	08325530
08860123	_member_of_domain_region	08547300
08921850	_member_of_domain_region	08626947
08860123	_member_of_domain_region	10300154
08860123	_member_of_domain_region	07860208
09044862	_member_of_domain_region	08546870
02707429	_verb_group	02676789
02730471	_verb_group	02106006
00887463	_verb_group	02343595
01088547	_verb_group	02420991
02045790	_verb_group	02045043
01432601	_verb_group	01601234
01906823	_verb_group	01904930
01685601	_verb_group	01654628
08818835	_instance_hypernym	08524735
01278873	_instance_hypernym	00956485
11123262	_instance_hypernym	09947232
09361816	_instance_hypernym	09403734
10824710	_instance_hypernym	09714429
01289061	_instance_hypernym	00968155
08967868	_instance_hypernym	08696931
08855505	_instance_hypernym	08524735
00913065	_also_see	00912048
02236842	_also_see	02234781
02559180	_also_see	01160031
00996448	_also_see	00075515
00298896	_also_see	00851239
01824244	_also_see	01001689
02523275	_also_see	02094755
02174896	_also_see	00749230
02559862	_similar_to	02559180
02166346	_similar_to	02168699
02559180	_similar_to	02559862
02112891	_similar_to	02111684
00166146	_similar_to	00167278
01251128	_similar_to	01252566
00536655	_similar_to	00535452
00131018	_similar_to	00130778
